OBJECTID,Corridor,Station,ProjectName,ProjectAddress,Status,ProjectType,LandUse,ResidentialUnits,AffordableUnits,HotelRooms,WalkDistance,EstimtatedCost,Completed,Developer,PublicFacing,Notes,ImageURL,OfficeSqFeet,RetailSqFeet,NonResSF,DateCompleted,Parking,SecCorridor,ShapeSTArea,ShapeSTLength
85,BL,BLD,Rail Yard,1408 S TRYON ST,Complete,NEWC,MIXU,84,0.0,0.0,0.1,0.0,2020.0,Beacon Partners,Yes,,,292933.0,45620.0,338553.0,2020/02/14 00:00:00+00,900.0,,153205.235226057,1581.50013521656
86,BL,EAWT,2173 Hawkins St Renovation,2173 Hawkins St,Complete,ADR,MIXU,0,0.0,0.0,0.36,0.0,2015.0,Argos Advisors,Yes,,,17000.0,4000.0,17000.0,,64.0,,74346.9414185975,1249.18349263893
87,BLE,TMH,Blu Apartments,6801 N Tryon St,Complete,NEWC,MTF,376,0.0,0.0,0.3,5090638.0,2017.0,"Carolina States Regional Center, LLC",Yes,,,0.0,0.0,0.0,,,,670275.513416422,3641.48850719007
88,GL,Phase 2 - Central,Gateway Village Apartments,1000 W Trade St,Complete,NEWC,MTF,300,0.0,0.0,0.05,60000.0,2016.0,Dominion Realty Partners,Yes,,,0.0,0.0,0.0,,,,147411.005940477,1540.71594974768
89,BL,BLD,Summit Av Office Bldg,230 W Summit Av,Complete,NEWC,OFF,0,0.0,0.0,0.3,0.0,2019.0,Stiles,Yes,,,63894.0,0.0,63894.0,2019/04/16 00:00:00+00,189.0,,35269.7949074219,782.228672337706
90,BL,NBN,Solis Southline,2508 South Blvd,Complete,NEWC,MIXU,300,0.0,0.0,0.27,0.0,0.0,Terwilliger Pappas,Yes,,,10667.0,4106.0,14773.0,,411.0,,155375.611829441,1563.65790632247
91,BLE,25,2100 N. Davidson,2100 N. Davidson St,Complete,ADR,MIXU,0,0.0,0.0,0.25,0.0,0.0,Lat Purser & Associates,Yes,,,0.0,21000.0,21000.0,,44.0,,49841.3879897642,897.748227246133
94,BL,EAWT,The Cottages on Euclid,2028 Euclid Av,Complete,NEWC,TWHM,18,0.0,0.0,0.42,0.0,2014.0, ,Yes,,,0.0,0.0,0.0,,,,43128.9694080779,867.874819500141
95,BL,NBN,Chick-Fil-A,3013 South Bv,Complete,NEWC,RET,0,0.0,0.0,0.18,1800000.0,2008.0, ,Yes,,,0.0,4561.0,0.0,,,,53151.9028972819,939.197915883816
96,BL,CAR,Flores and Associates Office Bldg,1218 S Church,Complete,NEWC,OFF,0,0.0,0.0,0.35,4700000.0,2010.0, ,Yes,,,35911.0,0.0,35911.0,,26.0,,40404.5062097443,894.562721651188
97,BL,WDL,4651 South Boulevard,4651 South Bv,Complete,NEWC,RET,0,0.0,0.0,0.4,1400000.0,2008.0, ,Yes,,,0.0,4945.0,0.0,,,,28575.401157665,706.823528012738
99,BL,BKV,Montage,650 E. Stonewall St.,Complete,NEWC,MIXU,302,0.0,0.0,0.28,61000000.0,2019.0,Profitt Dixon,Yes,,,0.0,18000.0,18000.0,2019/01/31 00:00:00+00,450.0,,109537.105623535,1355.88906025679
100,BL,CAR,Central Living at Carson,1125 S Tryon,Complete,NEWC,TWHM,11,0.0,0.0,0.1,3000000.0,2017.0,David Weekly Homes,Yes,,,0.0,0.0,0.0,,9.0,,26116.1632764336,874.899706730528
101,BL,BLD,Alliance Morehead,1000 S Tryon St,Complete,NEWC,MIXU,250,0.0,0.0,0.2,0.0,2018.0,Trinity Capital,Yes,,,0.0,6050.0,0.0,,,,82250.1582625211,1270.26382072604
102,BL,NBN,Bainbridge Southend,2700 South Bv,Complete,NEWC,MIXU,200,0.0,0.0,0.23,45000000.0,2018.0,Bainbridge,Yes,,,15000.0,0.0,15000.0,,219.0,,58302.5404382571,1002.9772317358
103,BL,BLD,Charlotte Trolley Museum,1507 Camden Rd,Complete,NEWC,PUB,0,0.0,0.0,0.02,700000.0,2006.0,CTI/City,Yes,,,5952.0,0.0,5952.0,,,,11343.3212478972,496.329908127942
104,BL,EAWT,Camden Square Village West,1910 Abbott St,Complete,NEWC,OFF,0,0.0,0.0,0.3,10300000.0,2005.0,MECA,Yes,,,56747.0,0.0,0.0,,,,113343.815917632,1470.61934052719
105,Streetcar,Phase 1,233 S Kings Retail,233 S Kings Dr,Complete,NEWC,RET,0,0.0,0.0,0.3,,2011.0, ,Yes,,,0.0,8500.0,8500.0,,,,51121.2686353745,886.420325709422
106,BL,EAWT,Wilmore Walk,430 W Worthington Av,Complete,NEWC,TWHM,46,0.0,0.0,0.39,6800000.0,2005.0,Boulevard Company,Yes,,,0.0,0.0,0.0,,,,147875.854263483,1571.96360929237
107,BLE,25,Lofts at 25th and Brevard,2400 N Brevard St,Complete,NEWC,MTF,260,0.0,0.0,0.05,0.0,2018.0,Wood Partners,Yes,,,0.0,0.0,0.0,,,,148005.396520285,1684.61353396993
108,BLE,36,Highland Park Townhomes,3017 N. Davidson Street,Complete,NEWC,TWHM,18,0.0,0.0,0.36,3600000.0,2020.0,Saussy Burbank,Yes,,,0.0,0.0,0.0,,66.0,,35679.0142681516,1039.91012689492
109,BL,BLD,Wooden Robot Brewery,1440 S Tryon St,Complete,ADR,RET,0,0.0,0.0,0.12,1000000.0,2016.0,Browder Investments,Yes,,,0.0,5330.0,0.0,,,,8475.9926182569,372.253006146321
110,BLE,JWC,Mallard Pointe Retail,9335 N Tryon St,Complete,NEWC,RET,0,0.0,0.0,0.18,1432300.0,2012.0, ,Yes,,,0.0,8032.0,8032.0,,,,36962.3542198781,771.353752487502
111,BL,EAWT,1815 S Tryon,1815 S Tryon St,Complete,NEWC,OFF,0,0.0,0.0,0.27,1500000.0,2005.0, ,Yes,,,11223.0,0.0,11223.0,,,,24384.127540439,641.789503272344
112,BL,BLD,Catherine St Apts,101 W Catherine St,Complete,NEWC,MTF,36,0.0,0.0,0.27,5000000.0,2014.0, ,Yes,,,0.0,0.0,0.0,,32.0,,14808.4902445974,497.12431676075
113,BLE,36,NoDa Brewery,2921 N Tryon St,Complete,ADR,RET,0,,,0.5,0.0,2015.0,NoDa Brewing,Yes,,,0.0,32413.0,0.0,,,,167406.285483468,1646.87603114375
114,BL,EAWT,Publix Southend,2222 South Blvd,Complete,NEWC,RET,0,0.0,0.0,0.42,20200000.0,2015.0,"South End Partners, LLC",Yes,,,0.0,68018.0,194776.0,,273.0,,157795.603452632,1702.40851977859
116,BLE,PKW,Optimist Hall,340 E 16th St,Complete,ADR,MIXU,0,0.0,0.0,0.3,40000000.0,2019.0,Whitepoint Partners,Yes,Testing Notes,,0.0,0.0,0.0,,195.0,,451400.474080466,3855.37028332316
117,BL,EAWT,224 West Tremont Ave,224 W Tremont Av,Complete,ADR,,0,0.0,0.0,0.27,0.0,2021.0,Boulevard,Yes,,,22100.0,0.0,22100.0,,27.0,,32176.4883431133,730.288444156771
118,BLE,PKW,Optimist Hall Phase 2,340 E. 16th St,Complete,ADD,PKD,0,0.0,0.0,0.3,2000000.0,2019.0,Whitepoint Partners,Yes,,,0.0,0.0,0.0,,,,135363.83063346,2408.20655199093
120,BL,NBN,Ideal Way Townhomes,301 Ideal Way,Complete,NEWC,TWHM,21,0.0,0.0,0.48,1985713.0,2017.0,"Weekly Homes, LP",Yes,,,0.0,0.0,0.0,,,,45004.149528106,870.564844469206
121,BL,TYV,Panda Express,101 Seneca Pl,Complete,NEWC,RET,0,0.0,0.0,0.4,700000.0,2007.0, ,Yes,,,0.0,2213.0,0.0,,,,21672.4769327233,588.608295250205
122,BL,CAR,500 East Morehead Office,500 E Morehead St,Complete,NEWC,MIXU,0,0.0,0.0,0.28,268323000.0,2017.0,Beacon Partners,Yes,,,170800.0,17479.0,0.0,,645.0,,104152.175725454,1525.44573623282
123,BL,EAWT,Dilworth Terrace,315 E Tremont Av,Complete,NEWC,MTF,12,0.0,0.0,0.32,2216800.0,2014.0,New Carolina Income Properties,Yes,,,0.0,0.0,0.0,,,,14834.3057325688,499.195838974229
124,BLE,36,Highland Mill Townhomes,2801 N. Brevard Street,Complete,NEWC,TWHM,15,0.0,0.0,0.4,3000000.0,2018.0,Saussy Burbank,Yes,,,0.0,0.0,0.0,,,,26161.7405539142,785.78166887086
125,BL,EAWT,Camden Southline,2300 South Blvd,Complete,NEWC,MTF,266,0.0,0.0,0.5,35000000.0,2015.0,"Camden Development, Inc.",Yes,,,0.0,0.0,0.0,,418.0,,149777.352479935,1632.20504315895
126,BL,EAWT,Lowes,217 Iverson Wy,Complete,NEWC,RET,0,0.0,0.0,0.49,18900000.0,2008.0,Lowes Home Improvement,Yes,,,0.0,148524.0,148524.0,,,,363307.261182668,2598.80908912675
127,BL,ARWW,6801 South Boulevard,6801 South Bv,Complete,NEWC,RET,0,0.0,0.0,0.4,3500000.0,2008.0, ,Yes,,,0.0,20520.0,20520.0,,,,115873.447824136,1471.96534212091
128,BL,BKV,Novel Stonewall Station,400 E. Stonewall St,Complete,NEWC,MIXU,421,0.0,0.0,0.2,0.0,2020.0,Northwood Ravin,Yes,,,11000.0,6630.0,11000.0,2020/02/12 00:00:00+00,585.0,,163893.181932399,1678.68920774304
129,BL,CAR,1100 Euclid Av,1100 Euclid Av,Complete,NEWC,MTF,234,0.0,0.0,0.28,20000000.0,2017.0,Marsh Realty Co,Yes,,,0.0,0.0,,,240.0,,130787.53428016,1457.67106507266
130,BL,CAR,Duke Endowment,800 E Morehead St,Complete,NEWC,OFF,0,0.0,0.0,0.52,22000000.0,2014.0, ,Yes,,,46075.0,0.0,126345.0,,158.0,,76932.6892606141,1199.30167463152
131,BL,NBN,Mac's Speedshop Addition,2511 South Bv,Complete,ADD,RET,0,0.0,0.0,0.4,0.0,2016.0,HJF,Yes,,,0.0,1200.0,1200.0,,,,6357.31289194774,326.231385108114
132,BL,EAWT,217 E Tremont,217 E Tremont Av,Complete,NEWC,OFF,0,0.0,0.0,0.24,1600000.0,2009.0,Catelus,Yes,,,5040.0,0.0,5040.0,,,,7607.12344280602,398.650940959565
133,GL,CTC,Epicenter Hotel,210 E Trade St,Complete,NEWC,HOS,0,0.0,292.0,0.1,0.0,2019.0,McKibbon Hotel Group,Yes,,,0.0,0.0,0.0,,1042.0,,18554.4381999174,579.357295295746
134,BL,EAWT,Design Center of the Carolinas redevelopment,1930 Camden Rd,Complete,ADR,RET,0,0.0,0.0,0.09,,2020.0,Asana Partners,Yes,,,0.0,100000.0,100000.0,,,,173596.802347574,1722.86042605182
135,BL,BLD,Mosaic South End,1321 S Tryon St,Complete,NEWC,MTF,269,0.0,0.0,0.14,40000000.0,2010.0,Dinerstein,Yes,,,0.0,0.0,0.0,,348.0,,126807.916024761,1783.89109078627
136,BLE,25,Chadborne Mills Office,500 Charles Ave,Complete,ADR,OFF,0,0.0,0.0,0.25,15000000.0,2021.0,White Point Partners,Yes,40000 sf commercial,,42507.0,0.0,42507.0,,121.0,,110286.429575003,1348.9477939986
137,BL,CAR,700 East Morehead,700 E Morehead St,Complete,NEWC,OFF,0,0.0,0.0,0.5,7500000.0,2009.0, ,Yes,,,38688.0,0.0,81882.0,,118.0,,20672.1325573536,608.276341757038
138,BL,BLD,Southend Towns,1503 Camden Rd,Complete,NEWC,TWHM,9,0.0,0.0,0.02,1800000.0,2010.0,Boulevard,Yes,,,0.0,0.0,0.0,,9.0,,10206.2962950385,474.340322578418
139,BL,BLD,Post South End,1424 South Bv,Complete,NEWC,MIXU,360,0.0,0.0,0.01,74000000.0,2009.0,Cresent Resources,Yes,,,0.0,8217.0,0.0,,738.0,,217781.687505801,1980.65107523881
140,Streetcar,Phase 1,Midtown 205,201 S Kings Dr,Complete,NEWC,MIXU,261,0.0,0.0,0.25,45000000.0,2016.0, ,Yes,,,0.0,8642.0,8642.0,,374.0,,110418.779711198,1811.77839470264
141,BL,EAWT,Dilworth Court Townhomes,1920 Euclid Av,Complete,NEWC,TWHM,12,0.0,0.0,0.35,42912000.0,2016.0,New Carolina Income Properties,Yes,,,0.0,0.0,0.0,,26.0,,32531.2054696186,801.4322038794
143,BLE,25,Bainbridge NoDa,514 Jordan Pl,Complete,NEWC,MIXU,273,0.0,0.0,0.25,43000000.0,2019.0,Bainbridge,Yes,,,0.0,5015.0,5015.0,,381.0,,136025.822745451,1797.00849855151
144,BL,EAWT,214 W Tremont,214 W Tremont Av,Complete,NEWC,OFF,0,0.0,0.0,0.26,4900000.0,2007.0,Visions Ventures,Yes,,,25668.0,0.0,25668.0,,,,37291.8954431589,809.958220492046
145,BL,CTC,Hyatt House,435 E Trade St,Complete,NEWC,HOS,0,0.0,163.0,0.1,26700000.0,2010.0, ,Yes,,,0.0,0.0,0.0,,,,17941.7136648707,552.062886781447
146,BL,EAWT,Three30Five Apartments,335 Doggett St,Complete,NEWC,MTF,164,0.0,0.0,0.39,25000000.0,2015.0,Boulevard Company,Yes,,,0.0,0.0,0.0,,,,96396.6512092581,1232.49447024042
147,BL,CAR,1031 S Caldwell,1031 S Caldwell,Complete,NEWC,OFF,0,0.0,0.0,0.21,3000000.0,2009.0, ,Yes,,,16604.0,0.0,16604.0,,,,26580.7676530702,654.633228121612
148,BL,EAWT,Camden Gallery,1717 Hawkins St,Complete,NEWC,MIXU,324,0.0,0.0,0.1,60000000.0,2016.0,Centro City Works,Yes,,,0.0,8987.0,0.0,,523.0,,155023.468035399,1666.43584287395
149,BL,BKV,620 S Tryon,620 S. Tryon St,Complete,NEWC,MIXU,0,0.0,0.0,0.2,370000000.0,2019.0,Lincoln Harris,Yes,,,850000.0,26900.0,1072000.0,,,,204936.651521789,2253.51790121974
150,BL,CAR,1100 South,1100 South Blvd,Complete,NEWC,MTF,331,0.0,0.0,0.02,31000000.0,2016.0,"Cambridge Dev Group, LLC",Yes,,,0.0,0.0,0.0,,489.0,,137336.034822718,1568.12782730646
151,BL,NBN,Euclid/Atherton Residential,2401 Euclid Av,Complete,NEWC,RES,62,0.0,0.0,0.5,12000000.0,0.0, ,Yes,,,0.0,0.0,0.0,,,,118500.791035933,1675.36456125816
152,BL,EAWT,Ashton South End,125 W Tremont Av,Complete,NEWC,MTF,312,0.0,0.0,0.17,58000000.0,2008.0,The Hanover Company,Yes,,,0.0,0.0,0.0,,,,115027.639363494,1372.91202516492
153,BL,EAWT,Southborough,300 Magnolia Av,Complete,NEWC,MIXU,58,0.0,0.0,0.5,17500000.0,2009.0,Conformity Corp.,Yes,,,30000.0,7000.0,37000.0,,,,113469.590989796,2866.49252578519
154,GL,Phase 2 - Central,Woodfield Graham Apartments,300 S Graham St,Complete,NEWC,MTF,230,0.0,0.0,0.25,24253832.0,2016.0,Woodfield Investments,Yes,,,0.0,0.0,0.0,,338.0,,89347.5856199227,1227.04936663631
155,BLE,PKW,300 Optimist Park,300 Parkwood Av,Complete,NEWC,MTF,50,0.0,0.0,0.2,55000000.0,2019.0,NRP Group,Yes,Completed 10/2019,,0.0,0.0,0.0,,,,44255.0182523924,987.766070140746
157,BL,I485S,Wendy's,9300 South Bv,Complete,NEWC,RET,0,0.0,0.0,0.15,2000000.0,2006.0, ,Yes,,,0.0,3035.0,3035.0,,,,71381.1106825104,1170.38138170602
158,BL,ARWW,South Oak Crossing,7609 Old Pineville Rd,Complete,NEWC,MTF,192,20.0,0.0,0.4,8500000.0,2007.0,Housing Partnership,Yes,,,0.0,0.0,0.0,,,,428518.296289794,3141.77439125003
159,BL,EAWT,Sycamore Brewing,2161 Hawkins St,Complete,ADR,RET,0,0.0,0.0,0.35,0.0,2014.0,Sycamore Brewing,Yes,,,0.0,7000.0,0.0,,12.0,,67013.8987869569,1109.00544098941
160,BLE,SUG,Steel Gardens Phase 2,859 Academy St,Complete,NEWC,MTF,54,,,0.7,11000000.0,2017.0, ,Yes,,,0.0,0.0,0.0,,152.0,,202212.789113125,1834.52696327512
161,BL,BKV,Mint Museum Apartments,501 S Church St,Complete,ADD,MTF,393,0.0,0.0,0.3,88000000.0,2015.0,Childress Klein,Yes,,,0.0,0.0,0.0,,,,21402.1808620631,585.373483693892
162,GL,Phase 2,500 W Trade,500 W. Trade,Complete,NEWC,MIXU,354,0.0,0.0,0.05,80000000.0,2020.0,Northwood Ravin,Yes,,,0.0,8952.0,8952.0,,411.0,,120125.309243707,1395.00368277396
163,GL,Phase 2 - Central,401 S Graham,401 S. Graham St,Complete,NEWC,MIXU,215,0.0,0.0,0.3,,2019.0,Dominion Realty Partners,Yes,,,186000.0,2160.0,388000.0,,391.0,,29138.391283396,717.144177790131
165,BLE,36,Asana Office,409 E 35th St,Complete,ADR,OFF,0,0.0,0.0,0.16,0.0,2020.0,Asana,Yes,,,20019.0,0.0,20019.0,,23.0,,44529.6102208358,1061.33209584666
166,BL,BLD,Ferguson Showroom,129 Summit Av,Complete,NEWC,RET,0,0.0,0.0,0.13,,2016.0, ,Yes,,,0.0,27900.0,27900.0,,,,57399.6501733745,1051.81995968102
167,BL,BLD,Block at Church Street,1325 S Church St,Complete,NEWC,TWHM,59,0.0,0.0,0.3,16300000.0,2008.0,The Boulevard Company,Yes,,,0.0,0.0,0.0,2008/02/25 00:00:00+00,,,118500.354612886,1435.26463373461
168,BL,BLD,The Packard Bldg,1310 S Tryon St,Complete,ADR,OFF,0,0.0,0.0,0.2,3800000.0,2006.0,John Stamas,Yes,,,21238.0,0.0,21238.0,,,,43032.1001693306,1067.48658576602
169,BLE,MCC,Home2 Suites by Hilton,625 McCullough Dr,Complete,NEWC,HOS,0,0.0,105.0,0.5,8272000.0,2015.0,C.N. Hotels,Yes,,,0.0,0.0,0.0,,,,89388.4808055679,1375.0676818556
170,BL,BLD,Lumina Townhomes,1412 S Church St,Complete,NEWC,TWHM,13,0.0,0.0,0.3,0.0,2016.0,Revolve Residential,Yes,,,0.0,0.0,0.0,2016/08/02 00:00:00+00,26.0,,27315.4533468972,668.021963050516
171,BL,EAWT,The Hub,2115 Dunavant St,Complete,NEWC,MIXU,265,0.0,0.0,0.5,0.0,0.0, ,Yes,,,0.0,22000.0,22000.0,,318.0,,188152.025542809,1909.61786268726
172,BL,NBN,2400 South Bv Mixed Use,2400 South Bv,Complete,NEWC,MIXU,0,0.0,0.0,0.4,4000000.0,2017.0, ,Yes,,,30000.0,6000.0,36000.0,,177.0,,78184.3238375986,1182.93001290016
173,BL,BKV,The Madison,520 Martin Luther King Jr Blvd,Complete,NEWC,MIXU,26,,330.0,0.3,12800000.0,2010.0, ,Yes,,,0.0,0.0,0.0,,,,53425.6762077915,1012.00288272184
174,BLE,SUG,NODA Street Market,3629 N Davidson St,Complete,RENOA,RET,0,0.0,0.0,0.33,,2017.0,Imprint Properties LLC,Yes,,,0.0,28831.0,28831.0,,,,53475.2233955112,984.988971082582
175,BL,CAR,Prichard Lot Parking Deck,500 Lexington Ave,Complete,NEWC,PKD,0,0.0,0.0,0.23,6000000.0,2017.0,Pritchard Memorial Church,Yes,,,0.0,7162.0,108600.0,,384.0,,44664.7777079812,909.003364140487
176,BL,EAWT,Spectrum,2203 Hawkins St,Complete,NEWC,MTF,331,0.0,0.0,0.42,35000000.0,2008.0,Morgan Group,Yes,,,0.0,0.0,0.0,,,,193811.723105249,1750.89213928424
177,BL,TYV,5100 South Blvd Retail,5100 South Blvd,Complete,RENOA,RET,0,0.0,0.0,0.4,0.0,2015.0, ,Yes,,,0.0,14974.0,0.0,,,,86728.6745949132,1276.39681592577
178,BLE,25,NODA @ 27th Apartments,2300 N Davidson St,Complete,NEWCR,MIXU,250,0.0,0.0,0.3,38000000.0,2019.0,RAM Development Company,Yes,,,0.0,19100.0,19100.0,,224.0,,155473.070273085,1574.67249596404
179,BLE,25,Lux NoDa,2712 N. Davidson St.,Complete,NEWC,TWHM,6,6.0,0.0,0.5,1200000.0,2022.0,,Yes,,,0.0,0.0,0.0,,,,17645.8119509548,528.310579555534
181,BLE,PKW,The Joinery,1824 N Brevard St,Complete,NEWC,MTF,52,0.0,0.0,0.16,0.0,2022.0,Spacecraft,Yes,,,0.0,0.0,3022.0,,,,18807.8693850714,567.570478166975
182,BLE,9,Trammell Crow Residential,1009 Belmont Ave,Complete,NEWC,MTF,238,0.0,0.0,0.4,36000000.0,2019.0,Trammell Crow,Yes,,,0.0,0.0,0.0,,318.0,,107327.004740214,1292.91708634448
183,BLE,9,Alta Purl II,1018 Caldwell St,Complete,NEWC,MTF,310,0.0,0.0,0.4,47000000.0,2019.0,Wood Partners,Yes,,,0.0,0.0,0.0,,486.0,,135945.789292687,1466.93526281001
184,BLE,PKW,Optimist Park Townhomes,280 PARKWOOD AV,Complete,NEWC,MTF,59,6.0,0.0,0.0,20000000.0,2019.0,Beauxwright,Yes,,,0.0,0.0,0.0,,,,100717.337548646,1747.26548272998
185,BLE,PKW,Edgeline Flats,1205 N Davidson St,Complete,NEWC,MTF,69,0.0,0.0,0.0,7000000.0,2008.0,759 Ventures,Yes,,,0.0,0.0,0.0,,90.0,,39604.3316513067,873.783829551817
193,BLE,36,Commercial,136 E. 36th St.,Complete,RENOA,RET,0,0.0,0.0,0.2,,2022.0,Aston Properties,Yes,,,0.0,14000.0,14000.0,,,,90316.8522633248,1364.97356257559
194,BLE,36,NoDa Terrace Condos,501 E. 37th St.,Complete,NEWC,RES,8,0.0,0.0,0.3,1800000.0,2022.0,,Yes,,,0.0,0.0,0.0,,,,10162.0664313161,464.640479071373
